NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Completion Date,Locations
NCT05922423,Exploration of Management Model and Intervention Research on Fear of Cancer Recurrence,https://clinicaltrials.gov/study/NCT05922423,NOT_YET_RECRUITING,NO,Cancer Patients,BEHAVIORAL: MBSR|BEHAVIORAL: health education,"Nanfang Hospital, Southern Medical University",,ALL,"ADULT, OLDER_ADULT",130,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2024-12,
NCT04559503,Progressive Relaxation Exercises in COPD,https://clinicaltrials.gov/study/NCT04559503,COMPLETED,NO,Anxiety|Dyspnea,OTHER: Progressive relaxation exercises,Nigde Omer Halisdemir University,TC Erciyes University,ALL,"ADULT, OLDER_ADULT",44,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2017-09-15,
NCT05483153,Infant-Directed Singing for At-Risk Mothers and Infants,https://clinicaltrials.gov/study/NCT05483153,COMPLETED,NO,Maternal Behavior|Infant Behavior,BEHAVIORAL: Infant-Directed Singing Coaching,University of Miami,GRAMMY Museum Grant Program,ALL,"CHILD, ADULT, OLDER_ADULT",12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-07-21,"University of Miami, Linda Ray Intervention Center, Miami, Florida, 33136, United States"
NCT05713305,Effect of an Online Self-help Psychological Intervention on Non-ICU Specialty Care During the COVID-19 Outbreak,https://clinicaltrials.gov/study/NCT05713305,COMPLETED,NO,SARS-CoV-2 Infection|Staff Attitude|Anxiety|Mental Health Issue,PROCEDURE: Online-based self-help psychological intervention|PROCEDURE: Provide online mental health knowledge,"Second Affiliated Hospital, School of Medicine, Zhejiang University",,ALL,"ADULT, OLDER_ADULT",110,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-06-20,"The Second Affiliated Hospital of Zhejiang University anesthesiology department, Hangzhou, Zhejiang, 310000, China"
NCT01301105,"The Effects of Mindfulness Training on Pain Regulation, Negative Affect, Attention, and Social Stress",https://clinicaltrials.gov/study/NCT01301105,COMPLETED,NO,Focus on Pain Regulation Mechanisms|Social Stress Mechanisms|Basic Affective Mechanisms|Attention Mechanisms|Brain Mechanisms|Immune Mechanisms|Endocrine Mechanisms,BEHAVIORAL: Mindfulness Based Stress Reduction (MBSR)|BEHAVIORAL: Health Enhancement Program (HEP),"University of Wisconsin, Madison",,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2007-04,"University of Wisconsin-Madison, Madison, Wisconsin, 53705, United States"
NCT03218462,Effect of Sensory Adapted Dental Environment on Dental Anxiety of Children With Intellectual and Developmental Disabilities,https://clinicaltrials.gov/study/NCT03218462,COMPLETED,NO,Developmental Disability|Intellectual Disability|Dental Anxiety,BEHAVIORAL: Sensory Adapted Dental Environment (SADE),Virginia Commonwealth University,,ALL,"CHILD, ADULT",22,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-03-30,"Virginia Commonwealth University, Richmond, Virginia, 23298, United States"
NCT03205280,Clinical Decision Support System (CADIMS) for MS Diagnostic,https://clinicaltrials.gov/study/NCT03205280,COMPLETED,NO,"Multiple Sclerosis, Relapsing-Remitting",,Rennes University Hospital,Association Neuro-Bretagne|Institut National de Recherche en Informatique et en Automatique|Groupement de Coopération Sanitaire e-Santé Bretagne|Institut de Recherche Technologique b<>com,ALL,"ADULT, OLDER_ADULT",200,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-12-07,"Centre Hospitalier Bretagne Sud, Lorient, 56322, France|Centre Hospitalier Universitaire de Rennes, Rennes, 35000, France|Centre Hospitalier, Rennes, 35500, France|Centre d'imagerie médicale de la découverte, Saint-Malo, 35400, France|Centre Hospitalier Bretagne Atlantique, Vannes, 56017, France"
NCT02060279,Family-based Lifestyle Intervention Program and Carotenoid Supplementation for Children With Obesity,https://clinicaltrials.gov/study/NCT02060279,COMPLETED,YES,Pediatric Obesity,OTHER: Lifestyle intervention and carotenoid supplements|OTHER: Lifestyle intervention and placebo,Nemours Children's Clinic,,ALL,CHILD,20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2013-07,"Nemours Children's Clinic, Jacksonville, Florida, United States"
NCT05431335,Exercise Treatment in Tension Type Headache,https://clinicaltrials.gov/study/NCT05431335,RECRUITING,NO,Tension-Type Headache,OTHER: Structured exercise program|OTHER: Aerobic exercise program,Munzur University,,FEMALE,ADULT,64,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10,"Munzur Üniversity, Tunceli, 62000, Turkey"
NCT05537428,Song-making In a Group (SING),https://clinicaltrials.gov/study/NCT05537428,COMPLETED,YES,Schizophrenia,BEHAVIORAL: Musical Intervention,Yale University,National Institute of Mental Health (NIMH),ALL,"ADULT, OLDER_ADULT",39,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-09-01,"Department of Psychiatry, Yale School of Medicine, New Haven, Connecticut, 06519, United States"
NCT06800989,To Assess the Contribution of Sophrology Assisted by an Ambulatory Device on the Anxiety of Patients Undergoing Chemotherapy for the Treatment of Localized Breast Cancer,https://clinicaltrials.gov/study/NCT06800989,NOT_YET_RECRUITING,NO,Breast Cancer Female,BEHAVIORAL: sophrology sessions|DEVICE: Morphee Device,Institut Cancerologie de l'Ouest,,FEMALE,"ADULT, OLDER_ADULT",63,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2027-07,"Institut de Cancérologie de l'Ouest - site Angers, Angers, 49055, France|CH Cholet, Cholet, 49300, France|Institut de Cancérologie de l'Ouest - site Saint Herblain, Saint Herblain, 44805, France"
NCT05401747,"A Comprehensive ONline Program for Cognitive Enhancement, Reassurance and Training",https://clinicaltrials.gov/study/NCT05401747,UNKNOWN,NO,"Cognition Disorders in Old Age|Lifestyle, Healthy|Diet, Healthy|Exercise",OTHER: Healthy lifestyle,London Health Sciences Centre Research Institute and Lawson Research Institute of St. Joseph's,,ALL,OLDER_ADULT,60,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2023-07-30,
NCT06732778,Effectiveness of Pain Neuroscience Education in Women With Menstrual Pain,https://clinicaltrials.gov/study/NCT06732778,RECRUITING,NO,Pain Management|Dysmenorrhea (Disorder),OTHER: Pain Neuroscience Education (PNE)|OTHER: Control Group (CG),Uskudar University,,FEMALE,"ADULT, OLDER_ADULT",74,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2025-02-01,"Uskudar University, Faculty of Health Sciences, Istanbul, 34000, Turkey"
NCT03081533,Circle Dance for Family Caregivers of the Elderly With Alzheimer.,https://clinicaltrials.gov/study/NCT03081533,UNKNOWN,NO,Family Caregiver,OTHER: Circle Dance Program (CircleCare),Universidade Federal de Sao Carlos,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior.|Universidade Estadual Paulista Júlio de Mesquita Filho,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2019-07,"Julimara Gomes dos Santos, Sao Carlos, SP, 13566-544, Brazil"
NCT00951119,Device-guided Breathing Exercises on Blood Pressure in Diabetic Patients,https://clinicaltrials.gov/study/NCT00951119,COMPLETED,NO,Hypertension in Type 2 Diabetes,DEVICE: Resperate|DEVICE: Resperate,"Medical Research Foundation, The Netherlands",,ALL,"ADULT, OLDER_ADULT",48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-06,"Isala Clinics, Diabetes Centre, Zwolle, 8000 GM, Netherlands|Isala clinics, Zwolle, 8000 GM, Netherlands"
NCT04368676,Breath Regulation and Yogic Exercise An Online Therapy for Calm and Happiness During the COVID-19 Pandemic,https://clinicaltrials.gov/study/NCT04368676,TERMINATED,NO,Job Stress|Workplace Stress|Compassion Fatigue|Psychological Trauma|Healthcare Workers|Healthcare Providers,OTHER: Sudarshan Kriya Yoga (SKY)|OTHER: Health Enhancement Program,London Health Sciences Centre Research Institute and Lawson Research Institute of St. Joseph's,Art of Living Foundation,ALL,"ADULT, OLDER_ADULT",15,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-04-09,"London Health Sciences Centre, London, Ontario, N6A 5W9, Canada"
NCT03672942,Communication Skills vs. Mindfulness for IPV,https://clinicaltrials.gov/study/NCT03672942,UNKNOWN,NO,Domestic Violence|Domestic Abuse|Family Conflict|Aggression,BEHAVIORAL: Communication Skills Training|BEHAVIORAL: Mindfulness|BEHAVIORAL: Placebo,University of Houston,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2022-09-15,
NCT03078790,Implementing a Paced Deep Breathing Module to Decrease Preoperative Anxiety in Gynecological Surgery Patients,https://clinicaltrials.gov/study/NCT03078790,COMPLETED,NO,Anxiety,DEVICE: iPad,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",38,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-07-19,"Mayo Clinic, Rochester, Minnesota, 55905, United States"
NCT03443206,Loves Company: Combatting Emotional Disturbance in the Digital Age,https://clinicaltrials.gov/study/NCT03443206,COMPLETED,NO,Adolescent - Emotional Problem,OTHER: anonymous social support|OTHER: psychoeducation|OTHER: online resources,Northwell Health,American Psychological Foundation,ALL,CHILD,212,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-07-31,"Northwell Health, Glen Oaks, New York, 10011, United States"
NCT02604706,"Auricular Acupuncture in Substance Abuse: Effects on Anxiety, Sleep, Drug Use.",https://clinicaltrials.gov/study/NCT02604706,COMPLETED,NO,Substance Abuse|Anxiety|Sleep,DEVICE: NADA Acupuncture|DEVICE: LP acupuncture|BEHAVIORAL: Relaxation,Örebro Läns Landsting,,ALL,"ADULT, OLDER_ADULT",280,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-06,"Psychiatric Research Centre, Örebro, 701 16, Sweden"
NCT06188962,Evaluating Knowledge Insight Tools (KIT) for Reducing Anxiety and Low Mood in UK Secondary School Students,https://clinicaltrials.gov/study/NCT06188962,RECRUITING,NO,Anxiety|Depression|Internalizing Problems|Low Mood,BEHAVIORAL: CBT-informed school-based counselling,"University College, London",Place2Be|Anna Freud,ALL,"CHILD, ADULT",60,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-10,"Place2Be services within UK schools, Multiple Cities Across The UK, UK, United Kingdom"
NCT05586412,Efficacy of Auricular Vagus Nerve Stimulation,https://clinicaltrials.gov/study/NCT05586412,UNKNOWN,NO,Being in the 18-50 Age Population|Being Diagnosed With Frozen Shoulder by a Specialist Physician|Volunteer to Participate in the Study,DEVICE: vagus nerve stimulation,Inonu University,,ALL,ADULT,90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2022-12-20,"Malatya Sevgi Hospital, Malatya, Battalgazi̇, 44960, Turkey"
NCT04752176,Evaluation of the Elimination of Tinnitus and Hyperacusis by the ØREBLUE® Method,https://clinicaltrials.gov/study/NCT04752176,UNKNOWN,NO,Tinnitus|Hyperacusis,DEVICE: ØREBLUE® Method,Mayfair Developments,,ALL,"ADULT, OLDER_ADULT",40,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-01,"Hearing Institute of Resources, La Rochelle, France"
NCT06078046,MOVIN' CARE for PD (Mind-body Interventions),https://clinicaltrials.gov/study/NCT06078046,ACTIVE_NOT_RECRUITING,NO,Parkinson Disease,BEHAVIORAL: Mind-body interventions,The University of Hong Kong,The Hong Kong Society for Rehabilitation|The Hong Kong Jockey Club Charities Trust,ALL,"ADULT, OLDER_ADULT",154,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2027-06-11,"2/F., The Hong Kong Jockey Club Building for Interdisciplinary Research, Hong Kong, Hong Kong"
NCT06445387,Pain During Femoral Sheath Removal in Patients Undergoing Percutaneous Coronary Intervenion,https://clinicaltrials.gov/study/NCT06445387,COMPLETED,NO,Percutaneous Coronary Intervention|Virtual Reality|Nursing Caries|Cryotherapy|Pain Management,OTHER: Virtual Reality Glasses|OTHER: Ice Application Group|OTHER: Control Group,Amasya University,,ALL,"ADULT, OLDER_ADULT",108,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2023-01-04,"Amasya University İnstitute of Health Sciences, Amasya, Merkez, 05100, Turkey"
NCT02525640,Hearing Handicap in Patients With Single Sided Deafness,https://clinicaltrials.gov/study/NCT02525640,WITHDRAWN,NO,Hearing Loss,DEVICE: Hearing Aid,Cambridge University Hospitals NHS Foundation Trust,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2017-02-01,"Cambridge University Hospital NHS Trust, Audiology department, Cambridge, Cambridgeshire, CB7 5TT, United Kingdom"
NCT04834622,Community Singing Interventions for Postnatal Depression: a Hybrid Type II Effectiveness-implementation Trial,https://clinicaltrials.gov/study/NCT04834622,UNKNOWN,NO,Postnatal Depression,BEHAVIORAL: Melodies for Mums|BEHAVIORAL: Control Community Sessions,King's College London,"University College, London",FEMALE,"ADULT, OLDER_ADULT",400,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-12,"Maurice Wohl Clinical Neuroscience Institute, 5 Cutcombe Rd, Brixton, London SE5 9RT, London, SE5 9RT, United Kingdom"
NCT04936906,Mohs Surgery: Patient Satisfaction & Quality of Life (QOL),https://clinicaltrials.gov/study/NCT04936906,COMPLETED,NO,Quality of Life,BEHAVIORAL: Extra Care (EC) Intervention|OTHER: Usual Care (UC),University of Miami,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-06-03,"University of Miami, Miami, Florida, 33136, United States"
NCT05085132,"An Efficacy Trial of the MindFi App for Stress, Well-being, and Sleep Quality in Working Adults",https://clinicaltrials.gov/study/NCT05085132,COMPLETED,NO,Stress|Burnout,BEHAVIORAL: MindFi app: Standard content|BEHAVIORAL: Mindfi app: Standard content without practice,National University of Singapore,Jaedye Labs,ALL,"ADULT, OLDER_ADULT",192,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-05-31,"National University Singapore, Singapore, 119077, Singapore"
NCT06460259,"The Effect of Breathing Exercises on Pain, Anxiety, Dyspnea, and Insomnia in Patients Undergoing Lung Surgery.",https://clinicaltrials.gov/study/NCT06460259,RECRUITING,NO,Lung Surgery,BEHAVIORAL: Breathing Exercise,KTO Karatay University,,ALL,"CHILD, ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2024-12,"Konya City Hospital, Konya, 42020, Turkey"
NCT03536299,Measurement and Training of Dual-Task of Gait in Persons With Multiple Sclerosis,https://clinicaltrials.gov/study/NCT03536299,UNKNOWN,NO,"Multiple Sclerosis|Gait Disorders, Neurologic|Cognitive Impairment",OTHER: Dual-task gait|OTHER: Single-task gait,Texas Woman's University,"TIRR Memorial Hermann|The University of Texas Health Science Center, Houston",ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-05-31,"Texas Woman's University Institute of Health Sciences - Houston Center, Houston, Texas, 77030, United States|TIRR Memorial Hermann Adult and Pediatric Outpatient Rehabilitation at the Kirby Glen Center, Houston, Texas, 77030, United States"
NCT05234996,The Immersive Experience of Virtual Reality During Chemotherapy in Patients With Early Breast and Gynecological Cancers: the Patient's Dream Study,https://clinicaltrials.gov/study/NCT05234996,COMPLETED,NO,Breast Cancer,"DEVICE: 3 Virtual Reality headset (VR Headset),",Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,ALL,"CHILD, ADULT, OLDER_ADULT",44,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-04-01,"alessandra Fabi, Roma, 00164, Italy"
NCT03019133,Trial to Evaluate the Effects of Sound Modulation on Critically Ill Patients,https://clinicaltrials.gov/study/NCT03019133,ACTIVE_NOT_RECRUITING,NO,Critical Illness|Physiological Stress|Delirium|Sleep Deprivation,DEVICE: Sound reduction|DEVICE: Sound masking,Brian Gehlbach,,ALL,"ADULT, OLDER_ADULT",120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-12-31,"University of Iowa Hospitals and Clinics, Iowa City, Iowa, 52242, United States"
NCT04892940,Use of Virtual Reality to Reduce Morphine Consumption in Adolescents Undergoing Scoliosis Surgery,https://clinicaltrials.gov/study/NCT04892940,COMPLETED,NO,Scoliosis,DEVICE: Virtual Reality (VR) technique|DRUG: Analgesic protocol,"University Hospital, Toulouse",,ALL,"CHILD, ADULT",101,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-07-24,"CHU Toulouse, Toulouse, France"
NCT05412043,"Fatigability in Persons With Multiple Sclerosis: Inputs From Cognition, Walking and Coordination",https://clinicaltrials.gov/study/NCT05412043,COMPLETED,NO,Multiple Sclerosis,"BEHAVIORAL: Dance therapy|OTHER: Psychometric properties (Validity, Reliability) of interlimb coordination- and cognitive-fatigability",Hasselt University,Revalidatie & MS Centrum Overpelt|National MS Center Melsbroek,ALL,"ADULT, OLDER_ADULT",16,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2024-05-30,"Noorderhart Revalidatie & MS centrum, Overpelt, 3900, Belgium|National MS Center Melsbroek, Overpelt, Belgium"
NCT05283291,Directed Imagery Technique Applied to Patients Undergoing Lumbar Disc Herniation Surgery,https://clinicaltrials.gov/study/NCT05283291,UNKNOWN,NO,Intervertebral Disc Disorder Lumbar With Radiculopathy|Surgical or Other Invasive Procedure on Wrong Patient|Nurse-Patient Relations,BEHAVIORAL: Directed Imagery Technique,TC Erciyes University,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-06,"Eda Albayrak, Kayseri, 38030, Turkey"
NCT03501797,Choir Singing in Aphasia Rehabilitation,https://clinicaltrials.gov/study/NCT03501797,COMPLETED,NO,Stroke|Aphasia,BEHAVIORAL: Singing-based rehabilitation|OTHER: Standard care,University of Helsinki,Helsinki University Central Hospital|Hospital District of Helsinki and Uusimaa|Helsinki-Uusimaa Aphasia and Stroke Association|Finnish Brain Association|Outloud Ltd|University of Barcelona|University of Melbourne|Harvard Medical School (HMS and HSDM),ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-03-15,"Helsinki University Central Hospital, Department of Neurology, Rehabilitation Unit, Helsinki, Finland|Helsinki-Uusimaa Aphasia and Stroke Association, Helsinki, Finland"
NCT04069702,Virtual Reality for Improving Pain and Distress in Patients With Advanced Stage Colorectal Cancer,https://clinicaltrials.gov/study/NCT04069702,COMPLETED,YES,Colorectal Cancer,BEHAVIORAL: VR Blue,Duke University,"University of Colorado, Denver|Palliative Care Research Cooperative Group|National Institute of Nursing Research (NINR)|National Institutes of Health (NIH)",ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07-19,"Duke Cancer Institute, Durham, North Carolina, 27701, United States"
NCT00011024,"Prospective Studies of the Use of Self Hypnosis, Acupuncture and Osteopathic Manipulation on Muscle Tension in Children With Spastic Cerebral Palsy",https://clinicaltrials.gov/study/NCT00011024,COMPLETED,NO,Spastic Cerebral Palsy,PROCEDURE: Self Hypnosis|PROCEDURE: Acupuncture|PROCEDURE: Osteopathic Manipulation,National Center for Complementary and Integrative Health (NCCIH),,ALL,"CHILD, ADULT",,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,2004-06,"University of Arizona, Tucson, Arizona, 85724-5035, United States"
NCT04039568,"Meditation Versus Education for Improving Depression in Chronic Pain, a Randomized Controlled Trial",https://clinicaltrials.gov/study/NCT04039568,COMPLETED,NO,Chronic Pain|Depression,BEHAVIORAL: Health Enhancement Program (HEP)|BEHAVIORAL: Sahaj Samadhi Meditation (SSM),"Mount Sinai Hospital, Canada",Canadian Institutes of Health Research (CIHR)|Lunenfeld Tanenbaum Research Institute|Rivlin Medical Group|The Art of Living Foundation|Canadian Mental Health Association|University of Toronto,ALL,"ADULT, OLDER_ADULT",108,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-03-31,"Bridgepoint Collaboratory, Sinai Health, Toronto, Ontario, M4M 2B5, Canada"
NCT04158960,Motor Skill Proficiency After Equine-assisted Activities and Brain-building Tasks,https://clinicaltrials.gov/study/NCT04158960,COMPLETED,NO,Motor Delay|Motor Skills Disorders|Autism Spectrum Disorder|Attention Deficit Hyper Activity|Intellectual Disability|Sensory Disorders,BEHAVIORAL: Equine-assisted activities|BEHAVIORAL: GaitWay program,Texas Woman's University,,ALL,"CHILD, ADULT",25,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: TREATMENT,2018-05-31,
NCT03460496,Transition to Home (TtH) After Preterm Birth,https://clinicaltrials.gov/study/NCT03460496,UNKNOWN,NO,Preterm Birth,BEHAVIORAL: neonatologists|BEHAVIORAL: psychological support|BEHAVIORAL: lactation consultant|BEHAVIORAL: physiotherapeutic interventions|BEHAVIORAL: social workers|BEHAVIORAL: music therapy|BEHAVIORAL: other health care professionals|BEHAVIORAL: interprofessional roundtable meetings|BEHAVIORAL: Advanced practice nurses' interventions,"Insel Gruppe AG, University Hospital Bern",Bern University of Applied Sciences,ALL,CHILD,36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-12-31,"Universitätsklinik für Kinderheilkunde Neonatologie Inselspital, Bern, 3010, Switzerland"
NCT05142670,Task-oriented Training for Patients With Pusher Syndrome,https://clinicaltrials.gov/study/NCT05142670,NOT_YET_RECRUITING,NO,Pusher Syndrome,PROCEDURE: experimental group: task-oriented training individualized by the gravity perception|PROCEDURE: control group: visual feedback treatment,Hunan Provincial People's Hospital,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2026-01-01,"Tang, Changsha, 410008, China"
NCT06507345,Postoperative Analgesia Intervention With Non-opioid Alternatives (PAIN-Alt) Trial - Breast Surgery,https://clinicaltrials.gov/study/NCT06507345,RECRUITING,NO,Post Operative Pain|Opioid Analgesic Adverse Reaction|Surgery|Postoperative Pain|Breast Disease,OTHER: Opioid Analgesia (OA) [Multimodal analgesia including opioid drugs]|OTHER: Opioid-Free Analgesia (OFA) [Multimodal analgesia not including opioid drugs],McGill University Health Centre/Research Institute of the McGill University Health Centre,Canadian Institutes of Health Research (CIHR),ALL,"ADULT, OLDER_ADULT",540,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2026-02-28,"McGill University Health Centre (Glen Site), Montreal, Quebec, H4A 3J1, Canada"
NCT04059393,PCRC-Supported Legacy Intervention in Pediatric Palliative Care,https://clinicaltrials.gov/study/NCT04059393,COMPLETED,NO,Care Giver|Recurrent Malignant Neoplasm|Refractory Malignant Neoplasm,OTHER: Internet-Based Intervention|OTHER: Best Practice|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,Vanderbilt-Ingram Cancer Center,National Institute of Nursing Research (NINR)|Palliative Care Research Cooperative Group,ALL,CHILD,300,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-06-05,"Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, 37232, United States"
